timestep,episode,reward,value_loss
772,1,-82.49281189441749,0.1804812067005736
1002,2,2.0615973234174376,4.738516864002399
1299,3,37.67777779102363,6.355419867004108
1556,4,16.887880587577712,7.961130718196876
2178,5,101.59251549244092,5.33129224692654
2670,6,-21.550692057610142,4.008235872791308
2967,7,15.600808644294517,4.073387560719994
3268,8,-81.75881415605545,4.855503918819649
5268,9,809.1494971513479,2.889586572162807
7268,10,771.7649668454853,1.6770762596726418
9177,11,763.1987403154116,1.8448947683687045
11177,12,915.6627762317355,1.9461070022769271
13177,13,892.4791061877892,0.8723977779541164
13597,14,102.4905097246183,0.2742134549965461
14421,15,286.43174965381263,0.6436824188251229
16094,16,654.9145850419818,0.8498964901352206
16202,17,-12.798963856697135,1.8706606683079843
18202,18,724.2663031816264,1.5246883531734348
18692,19,-24.614186429977956,1.2289843149179098
20692,20,862.5197058915785,2.3559949518665673
22692,21,845.8252173661909,1.7103993606157601
24359,22,641.0484900712748,2.036813474601625
25142,23,192.9740714311631,1.8593092685800858
26488,24,458.51401436327944,2.0546539787142186
27441,25,349.00809090136875,1.6280411561444823
29441,26,705.561735033968,1.2126791999991984
31441,27,828.4389716386505,0.5080255262777209
33055,28,682.4112647294785,0.7498193757638538
35055,29,820.6277686357214,0.9623703613877297
36063,30,426.236171650879,0.6721045130435082
37857,31,658.5508216142398,0.7376728477922072
39857,32,830.6007605790833,0.9938107967544347
40012,33,-51.14709951877594,1.256543422610529
42012,34,781.8665534257659,1.1335359062943609
43911,35,698.9774878740101,0.9398798354013208
45086,36,426.7709357499987,1.2066112659078962
47086,37,793.5470801591597,1.227092710925266
49086,38,897.6008826493905,0.8852216169964522
50998,39,726.5414710283031,0.5755902822363234
51931,40,304.05809276103776,1.0014906685963065
52472,41,116.64295113086877,1.2362561498023226
54347,42,768.4126288652142,1.5643609904289246
55713,43,574.0825263261638,1.3161108217053497
56041,44,70.30136864185421,1.9864468822119439
56390,45,10.743645024300193,2.160237084124184
58390,46,875.4345047473604,1.5542618313208223
60013,47,554.6514358997175,1.4736453880609295
62013,48,768.9830607175553,1.315543979484588
64013,49,844.6164160966615,0.7303230770528316
66013,50,830.5781012773239,0.796985805619508
68013,51,901.771796345682,0.3673430595267564
68392,52,100.47547252178296,0.35140169981994857
69196,53,305.8179572343798,0.6770023167114797
70833,54,522.9055304765491,0.8973523011213771
71446,55,194.1184157609961,1.1146429652503127
72384,56,344.24248878955456,1.124786668463048
72903,57,141.47114403247983,1.702524882420065
73352,58,142.4991478443159,1.5710777393760023
74009,59,260.3524375200265,1.7215414383594667
76009,60,713.3824259042512,1.8310438832379878
78009,61,858.9762222766574,1.3988223799318076
80009,62,903.6647903918932,1.9319305604733528
80608,63,180.29928822517627,2.2743316614916407
81588,64,410.5623175859379,1.6589345105220468
81964,65,124.01581883430586,1.2814721733014633
83964,66,932.5644791125957,1.2961658634580673
85964,67,957.5587570666961,0.9350986925512552
87964,68,765.2012741565449,0.8347991653010249
89964,69,824.056189656228,0.801783024508506
91549,70,659.4241074085037,0.5351024852801196
93549,71,801.2746536731448,0.50443501040712
95549,72,794.4834357499846,0.4558566859811544
97549,73,823.0343085527139,0.5827106386423111
99523,74,805.8542795896238,0.6626047644492431
101523,75,882.3488074540803,0.6523294061385095
103523,76,866.5065985917747,0.5143299528770149
104065,77,185.84388878345663,0.4852347793916715
106065,78,875.9025794267349,0.7748380262907595
107805,79,764.3449167966593,0.5569801936868107
108536,80,279.15021312236655,0.8962232519945107
110536,81,920.8992594480221,0.9518790394701063
110762,82,6.189044117927345,0.6600620253258838
112762,83,822.0850592851359,0.9737791142724455
113202,84,99.22896907329695,1.0269496815279127
115202,85,878.8307410478282,1.1655570990890265
117202,86,829.0788859128652,0.6862160286866128
119202,87,889.9015265702901,0.522719971228391
119513,88,49.727866292000286,0.6311006195292213
120542,89,410.32063515185564,0.7675876083075132
122542,90,907.8231269120881,0.599837332315743
124542,91,923.4651404618918,0.6321971277110279
126542,92,924.1665869950958,0.6532030684370548
126831,93,52.08649094104794,0.5035840476054221
127035,94,28.720512700081116,1.2940301487916241
127267,95,53.49228503704106,1.3494293566728974
128972,96,743.8667609452973,1.5792258578836045
129654,97,270.1704371213904,2.013832670218609
130578,98,321.1599030017807,1.4627107837080182
131207,99,238.07389171123594,1.3269010562041037
131401,100,2.114487957954239,1.6875787714553863
