timestep,episode,reward,value_loss
1486,1,387.0406028032231,2.922105348768508
1612,2,-45.799790024757364,22.550943001815916
2949,3,237.54294230938115,2.650850219587794
4841,4,491.4820292234273,1.941092219633442
5354,5,74.85396568775285,7.278904447241357
6435,6,256.67146217822915,3.0614165278887993
6816,7,0.9578276872632401,7.852454386294202
8816,8,499.588797688463,0.312006782886658
10816,9,295.58573067188064,0.17550854044964886
11906,10,209.01460335254944,2.8917799807730185
13906,11,775.7376968860389,0.7858176886907446
15906,12,811.8648749589634,0.8479787541600867
16752,13,278.95682442188127,5.5505926810842725
18612,14,737.0784613847491,3.0095106894853583
18801,15,-27.463012385368376,20.182336769107053
20057,16,324.9850989580089,3.5032567002140955
21015,17,215.09733192920834,5.916439624280857
21358,18,66.95408241748858,12.328911832283584
22868,19,372.60496590136364,3.6993380150344235
24307,20,422.09891731738367,4.0525916119484675
24809,21,78.82179787159043,8.629114505327992
24951,22,-17.69636962413795,25.012914392887858
26951,23,561.2612372636622,0.6422138584924446
28700,24,620.2570136308449,3.2558458677853035
29364,25,135.7698577165625,6.8859001889186295
29720,26,26.015887379646202,13.03068856221376
30618,27,201.68449013233408,4.840085115898469
30933,28,-6.377900385856904,11.565799469442668
32413,29,342.10768959521874,2.6142136126281525
33819,30,413.54123604296484,3.1234445681443517
35819,31,553.0815231799912,0.4550768786933522
37374,32,373.55029366015566,2.6072383412752544
37897,33,129.7553977251068,8.526025323121175
39112,34,314.76545021533497,4.5049802562440435
39225,35,-41.903579783439625,43.127390825006785
39991,36,218.6626425981537,5.6364730330139485
40431,37,74.09330055713743,11.305207872451096
40748,38,29.194137120246978,18.46677445557078
41605,39,262.1906638383859,6.967553494829292
42295,40,242.26098701953856,7.456744100175337
43448,41,335.27338783740583,5.536876394578168
45448,42,624.9717169999866,0.7393537765325764
45785,43,29.049205327034414,7.87274570333686
46606,44,171.91630351543716,5.3894792194189
46970,45,67.60522301197108,13.31860435531996
48970,46,711.8413764238105,0.8769284489132374
50970,47,675.776541829084,0.6193183098278078
52970,48,676.096518635724,0.7591641332202653
53651,49,154.46481239795884,8.616470605650639
53980,50,33.18522484302554,13.499200529722641
54510,51,152.62662193775355,7.168338293536898
55161,52,68.19084465503768,6.621262629503122
55800,53,170.29654915332995,7.535546640433507
56667,54,162.90371086597708,3.4772513526174293
56947,55,13.250429844856036,17.225037843439075
57384,56,111.34892418384655,9.741798136138469
57785,57,-13.642851710319576,12.271318740330164
58299,58,96.41919548511603,9.59666854227618
58654,59,48.44276688098955,12.866298161919453
59754,60,445.67989418505687,5.6689370214266255
60625,61,280.67206490039587,6.8239593882226535
60751,62,-47.51939237117768,25.31574767771905
61343,63,106.54455330372005,10.023755682615834
63343,64,789.3189460038882,0.7271787352485498
63698,65,39.58497307300608,12.320837990157964
64341,66,176.3716162920021,7.974708375510198
65408,67,364.38879158496263,5.777073807533177
65930,68,126.41398766040916,7.913394262049568
66566,69,143.64542686939427,12.425966326158392
67737,70,360.7474051713896,5.335117965974405
68178,71,79.30711662769392,7.159843703309951
69787,72,579.4465277910048,4.649534274867454
70193,73,-18.572821497917204,7.228985814629367
70942,74,161.6484423398995,6.307155681491962
71832,75,215.85057899952062,7.814945113144327
71932,76,-36.951765322685226,52.65255195072568
72165,77,29.98703949451462,27.58100095090594
72443,78,28.62228195667271,19.546089718870977
74166,79,503.62628548143437,2.424724859194672
74592,80,38.13584625720975,18.85585996448127
75589,81,320.3500495195348,6.459587396491469
76720,82,365.9398413896489,6.676489714081058
77257,83,144.29148628711854,13.025944717636957
77780,84,126.9170328855528,12.54359904624659
78361,85,139.91839897632735,12.014533553724634
78662,86,54.16674911975896,26.783644010494065
79005,87,40.81552879810347,17.70462316502933
79304,88,11.04522366523723,20.500431726341887
