timestep,episode,reward,value_loss
77,1,-56.64498934745787,34.85600293562821
172,2,-55.78708412647246,31.032105715464553
272,3,-54.06634321212766,27.972148362966195
514,4,-66.19263563156122,10.616617696359363
676,5,-40.628881311416606,18.10362560268808
918,6,-75.61088953018199,10.366371065625014
1160,7,-75.95658097267162,10.375674390072101
1402,8,-76.00387338399898,10.324903851671948
1574,9,-32.47904143333433,31.935125257219703
2231,10,-115.21872637271932,3.8076770624853005
2959,11,-122.18976993560845,3.6241260354500744
3201,12,-74.23120889663704,10.281458138785215
4074,13,-135.27199001312215,2.8688844112103524
4316,14,-75.71118388175975,10.121123665176219
4592,15,-77.61647641658797,8.999759639812492
4893,16,-70.78919351100939,8.403808775835321
5705,17,-30.35681948661834,3.4723815339051898
6899,18,-30.92866473198039,2.224332736371596
7514,19,-89.71144690513657,4.015338323468244
7825,20,-77.91454887390151,7.908941773105621
8067,21,-75.65190318822872,10.126711858770971
8422,22,-74.925346159935,6.973557749832288
8842,23,-79.32160677909859,5.885995504433784
9717,24,-59.00075068473884,2.8372569721842122
11717,25,-49.4814765453364,0.10472860074868083
13717,26,85.39184868335855,1.8532007889653834
15717,27,297.13514626024823,1.0559806202591537
17717,28,256.79968178272765,1.2495019387674864
19084,29,303.71290352344204,5.284764792256269
19529,30,86.40309212207893,16.189901668020262
20135,31,20.429225087167822,41.65302186574934
20230,32,-25.839773440361046,50.73386568623154
20337,33,-41.496074175834636,26.482756148780197
21139,34,266.36246254444086,9.874838976992299
21268,35,-31.771516489982595,19.686848190514787
21862,36,24.78159554004762,27.738543171723443
22064,37,11.29234840869887,17.645435458324876
22511,38,148.6317572832123,10.91644356560799
22605,39,-33.43327395915984,36.784379458041364
23212,40,126.8223738908788,11.62700024433535
23479,41,27.83242251873017,6.763781636799762
23829,42,41.1098391771319,7.117974948853223
25829,43,596.0405951738143,5.402718899761466
25933,44,-24.391355204582254,43.752777825971684
27933,45,703.3991461992006,6.2992919905333
29523,46,463.21290657518887,3.684287493206516
29700,47,-47.3208899259567,12.204948225081065
30737,48,330.07388069629314,12.903849285566661
31573,49,155.77471458912206,7.025435921869125
31731,50,-6.250190806388979,22.021782341677113
32125,51,7.856422734260157,7.589559629211586
33722,52,362.808927083009,6.185555193975253
34655,53,278.4367942094775,6.697639004081496
34939,54,11.183578801154859,11.128513563546846
35053,55,-28.892160105705273,27.640524881632118
35401,56,-29.439534258842784,7.067223909626478
36089,57,106.43925850391577,3.8904417986089
37646,58,436.8121314287112,5.758748622429606
38670,59,259.4243796586941,5.867056612587902
39606,60,115.7466646432899,3.6844962798237297
40177,61,125.83272087574193,26.273649830834806
40310,62,-19.938731265068085,25.00186163390141
40468,63,2.12669365406024,21.20621979471941
40611,64,-2.376686167717054,14.564663555476143
42389,65,434.56877510546775,7.686357173869809
42832,66,54.52164070606268,9.45828933598052
44832,67,370.7344275712918,1.2091965404996914
46832,68,549.9103766679544,8.202260540738962
47264,69,66.91579582691301,14.627058283773417
49264,70,672.9442054033009,5.581107626346027
49853,71,119.58930428028245,10.771207912715147
50519,72,177.977809071543,5.375205984753896
50886,73,83.33852913379755,5.577808142563249
51280,74,102.78923637867061,6.17509970125788
53211,75,299.2502738237329,8.275795225216113
53364,76,-20.368735384941168,14.006382775571474
53561,77,-27.108608698845067,6.972003482653425
54996,78,351.04902718066637,7.193409006969382
56218,79,337.18942024706985,4.1522505635034
56472,80,33.66172821521761,49.08456408309656
57454,81,328.21204903125266,6.100671834766298
58129,82,177.0408828020119,7.712577942972347
58450,83,-3.8182486295697444,5.624560854515991
59208,84,234.89065163135467,3.3940541594418003
60390,85,427.28225471972496,7.030999867102277
61313,86,240.1943549394561,5.242741125476272
61765,87,94.25219109058517,9.23999647648927
63496,88,526.2988044023315,4.506237525482808
64640,89,395.81465370654263,5.993386338306978
66498,90,517.3681067704947,7.583295801592439
67218,91,16.45539162159126,4.174992362924172
67785,92,39.18349411487601,4.13670953363322
68049,93,4.878877949714564,3.8382098690583946
68227,94,0.32855312824240457,12.125185491786151
68378,95,-11.616112589836199,20.2659065521713
70013,96,611.6778418779203,8.618406792462354
71181,97,348.90777962207284,5.280993486261262
72421,98,426.1806647539034,5.945859618272957
72600,99,6.306190800666705,15.788858461823441
73213,100,135.1367491960539,11.290042131515309
73387,101,9.524033856391803,8.707772976508362
74105,102,77.28599922657156,4.6343010166295135
76105,103,756.5735846757648,4.989263450172632
77191,104,202.3286124467816,4.682600095356918
77754,105,149.66729347706027,10.306145927520959
78120,106,89.60664665699096,7.8555384110092294
79420,107,452.21542427538844,13.753606172379738
80032,108,148.33205058574848,7.097126122014281
81947,109,693.3667151689274,4.272309825200918
82171,110,19.896800112724208,19.3106087618956
83541,111,136.78749797344864,4.400927793176926
83827,112,56.650559544563734,17.90719682560348
84675,113,242.4176749467848,4.742516038172829
86675,114,763.754599690413,4.419902929522196
88675,115,782.3664683103291,3.066284120998046
90055,116,398.19346568583023,6.077643937841558
92055,117,255.90521037579546,1.3557025935034905
92692,118,191.2737555742289,4.496553661879919
93345,119,61.58627312183488,7.14148405839914
93695,120,24.62338516712184,10.595105477132986
95695,121,698.7355262040845,3.0422141171891033
95916,122,-18.32028400897987,10.470354750655492
97916,123,707.3979777097508,2.591246201382509
98760,124,111.13588817119845,4.464078067285197
99211,125,128.13253700733333,11.728308862254744
100642,126,506.1731089353392,9.036886946791816
101463,127,233.97975075245068,5.181728949978427
103056,128,436.7175330400352,3.1328063317979997
103332,129,79.57090675830892,41.74740018068764
103462,130,-36.74317576885222,20.651385175551656
103691,131,-5.347523379326091,13.753607900620251
104622,132,320.9207667112311,4.315757967258098
104774,133,-8.836922144889904,16.64768911053618
105045,134,44.60310089588181,8.863460906727411
106009,135,272.3952048540097,3.1353468904742896
107591,136,489.33501961229683,4.23622904776127
107744,137,-12.120430064201436,16.12431375766783
107961,138,17.615100407600323,12.982529829445427
109416,139,187.41629860400226,3.493349281156878
110944,140,547.9926184892497,5.975714743196298
111779,141,234.39161751270188,4.186871516779912
112151,142,114.83928062915908,14.182899795212105
114151,143,765.6194525956872,2.3230110555326466
114692,144,157.30605995655247,4.715683584188441
114934,145,3.4943690538404724,9.618269976138587
115387,146,97.73691933155186,7.654835689727234
116441,147,386.7500022172863,3.5072633388747625
117119,148,188.37662498951207,5.133290024440493
117775,149,237.82094490528186,11.118255564719597
118017,150,-18.63611552715316,7.786045162640267
118392,151,-22.67397811412843,3.8226275610488942
118742,152,34.86240456104328,6.490054348087238
119072,153,58.43394539356278,4.567883351519275
119231,154,6.646883320808293,15.906553056439218
119529,155,25.98639099597942,4.6411339845302875
120076,156,141.23269417286107,2.4851387673628134
122076,157,794.7343271970459,3.517995287810837
123144,158,423.13198463915916,11.510280412875344
123317,159,-24.549087595939696,14.109029156288265
123444,160,-28.05819461345675,16.43049903805499
124108,161,225.27480537891455,10.166959971027154
124785,162,219.45335915088822,8.500693596662154
125050,163,53.455960011482674,9.449648302928313
125363,164,63.09615318775235,7.170027510210316
126421,165,343.32845680713325,5.272089031883645
127777,166,287.54109871387135,1.3985497797847781
129105,167,416.7898825883769,3.6289856460568912
129302,168,-5.730420565605328,5.5665597959015285
129559,169,-32.81624076366431,3.294462839494924
129682,170,-23.098731946945207,13.48186477017041
130387,171,210.3612830400487,5.119306722220119
130653,172,26.61241447925572,10.746432029292905
132653,173,641.0350906848709,1.5439474615986446
133699,174,129.81849598884983,2.5695260126405635
134081,175,37.66762497425185,4.110735340802726
134557,176,135.23932576179658,3.7766410624672733
134697,177,-17.695525431633044,10.654262009465429
136697,178,850.644858479473,2.052689938053629
136875,179,-11.725589823722906,10.085610155588123
137569,180,228.20097572803616,2.2411580407246112
138211,181,197.9887404680276,5.2520119012130415
138345,182,-1.209895777702414,9.695842472614403
139658,183,333.699314045903,2.615805606693057
139993,184,76.7471740007407,8.24016456798821
140195,185,8.195338749885373,4.748200587749296
140648,186,153.82269661426707,4.907567043904329
141201,187,16.372116017343288,7.002664462326464
141801,188,152.802876329424,3.6109207137636488
142147,189,71.4661209583286,12.892655098831874
143571,190,546.0316910266732,5.1916735331275445
143701,191,-8.871711874008255,19.31383426346225
145701,192,743.2228195667004,2.356689701161744
147672,193,241.6979132890574,3.0036530343331878
148090,194,-55.86571080684693,4.930067089083418
150090,195,560.6980353593558,4.713658138393427
152090,196,622.1911841630712,3.036859371803574
153156,197,400.9282294511726,5.365920049775585
155156,198,607.5669318437393,1.5444287042652152
155294,199,1.2241524934767725,19.730841730303666
155747,200,74.27964012622884,15.125443480403916
