timestep,mean_reward,policy_loss,value_loss,entropy
2048,-54.78135414123475,-0.00731046462606173,5.9806146683171395,1.0882039234042167
4096,663.5127701282278,-0.005551102361641825,4.855704116821289,1.073204753175378
6144,141.91824666659093,-0.003843633586075157,7.9079259864985945,1.0486207392066718
8192,91.55939919948719,-0.004073098910157569,10.72220907434821,1.001958822645247
10240,289.51474641163236,-0.006305847970361355,8.736504577845334,0.9520677134394646
12288,30.937847429514235,-0.006622999717365019,17.06211258918047,0.9479301858693361
14336,9.88547766425396,-0.00960686824109871,16.70123822018504,0.9480388583615422
16384,109.02713099956449,-0.005200402278569527,8.470213724672794,0.8940215237438679
18432,31.131261287417153,-0.004158862509939354,10.561892865598201,0.9126315576955676
20480,43.11173014342843,-0.003719665145035833,11.861050963401794,0.9717776581645012
22528,104.78026529788951,-0.004496466246200726,10.092813239246606,0.9382084967568517
24576,30.627493609701208,-0.006802739093836862,8.778480226546526,0.9991455605253577
26624,635.0769355058488,-0.000966287954361178,6.417468898743391,0.889734493009746
28672,,-0.0010441476086270995,5.5127996250987055,0.8830166710540652
30720,1285.5513621092127,-0.002421859960304573,7.635725892335176,0.9013609239831567
32768,,0.0011919691634830088,3.7418016482144596,0.8768294725567103
34816,2236.8122351886946,-0.005678040986822452,5.219092688709497,0.8355474652722478
36864,,0.0015950196495396086,3.0765819650143387,0.8463838554918766
38912,2003.3709326984126,-0.004821806776453741,5.543896649777889,0.8324764456599951
40960,284.5041861772482,-0.010711740565602668,4.985430328547954,0.9693253071978688
43008,1093.5195749998006,-0.0031026969954837114,4.825096009299159,0.837018902786076
45056,1302.972107958821,0.0012893563165562228,7.00668962970376,0.8859648814424872
47104,,-0.004076193245418835,4.2489641267806295,0.8779881663620472
49152,,-0.0008921933753299527,2.6543850529938937,0.7996854415163398
51200,2186.0519080402414,-0.001814243261469528,3.919249065220356,0.7202710589393974
53248,,-0.0021731133994762784,3.315786311775446,0.7961011679843069
55296,919.7652393222178,-0.002762408260605298,6.957731226086617,0.7277727425098419
57344,731.8512976884623,-0.0008772247965680435,5.243394085764885,0.7746525280177593
59392,942.9557746171621,5.2279671945143494e-05,7.5504505902528765,0.853497844748199
61440,326.6592047929742,-0.005196418822742998,6.001393937319517,0.8169920397922397
63488,597.9511100053634,-0.004130166790855583,7.810145936533809,0.7870300728827715
65536,,0.002727052257978357,4.879269348084927,0.8065314691513776
67584,2335.5352454426106,0.0004181003299891017,2.957694048061967,0.8556667434051632
69632,,-0.0012888448793091812,3.0903483416885136,0.7735810149461031
71680,,-0.0013894230607547798,2.27827931959182,0.7913109475746751
73728,1977.1629309894336,-0.003041348812985234,3.054895781353116,0.7247890759259462
75776,,0.0010822998898220248,4.304389774054289,0.7597955467179418
77824,1658.9334204913212,-0.0019368405424756928,2.4538042575120924,0.7242553355172276
79872,,-0.00036805509298574177,2.339615998789668,0.7212480876594782
81920,1305.9995986224094,-0.0031527491839369757,3.81408183388412,0.7197753814980388
83968,188.9955344438573,-0.0013600484293419869,2.637956967204809,0.6408038103021682
86016,,-0.0004401321144541726,1.9609218832105397,0.6671818058937788
88064,1315.0121876717749,-0.004777714537340216,4.147878681309521,0.6977180667221546
90112,,0.0002881479798816144,3.0418684165924788,0.7578862268477679
92160,,-0.0039972190512344245,3.319447112455964,0.7482360148802399
94208,2323.534818196512,0.0026437530046678147,4.8761199250817295,0.7566650111228228
96256,,-0.0005237051023868844,2.432871054299176,0.7479099849238992
98304,2310.530972981663,0.0007065361569402739,3.196734595857561,0.7566298749297857
100352,,-0.0013200130575569346,2.2027093786746264,0.6938525637611747
102400,,-0.0019519921101164074,3.1468851305544376,0.7115996083244681
104448,1318.1962270380207,-0.005469318358518649,4.709338249638677,0.6835497133433819
106496,,-0.001009394513675943,2.501596136018634,0.6440986584872007
108544,2388.8751877310106,-0.010033704577654134,3.6564359683543444,0.6914826992899179
110592,,0.0047984141972847285,3.364304592460394,0.701595888286829
112640,,-0.002183792303549126,3.116190745681524,0.67999178878963
114688,2327.0629554035527,0.00038575750513700766,3.405620766058564,0.6894361119717359
116736,1301.7948227405907,-0.0010922293411567807,4.466683270782232,0.6868067812174559
118784,,-0.0027229822895606048,2.103932162746787,0.617908065021038
120832,2054.1521347524445,0.0004633529271814041,4.425569567456842,0.6900893473997712
122880,928.4886368274363,-0.002441888845351059,3.7314896173775196,0.6228457799181342
124928,,-0.0003315938374726102,2.707371207885444,0.5577068799175322
126976,,0.0002190034429077059,3.1614616863429545,0.5926471587270499
129024,1290.734182667839,-0.001401247522153426,5.630028785020113,0.551523992139846
131072,1049.3054785966679,-0.0011556552155525424,3.6394311411306264,0.43310738671571014
133120,,-0.0005704458584659733,3.1537132428959014,0.4106104989536107
135168,1583.5506873369952,-0.0015366475388873368,4.3540565121918915,0.49569290978834035
137216,525.1133857011655,0.0007110229111276567,5.433454200252891,0.5450431142002344
139264,518.8878333330006,-0.009424413279339206,7.002209398895502,0.550194289162755
141312,441.76548454760666,0.0038004909685696473,10.22024532854557,0.6251059566624463
143360,,0.0035693904355866835,2.9525594875216483,0.5819404987618327
145408,962.023756504096,0.004676674277288839,5.243896458297968,0.6525300743058324
147456,,-0.0014525406164466403,2.92522615455091,0.5944209319539369
149504,,0.0012524324694823008,1.8461564818397165,0.5282859983853996
151552,1434.9810179949916,-0.001893837284296751,3.239637054130435,0.5179562493227422
153600,486.38869011400936,-0.012654280761489644,5.468180338293314,0.6078536792658269
155648,657.4973456620844,0.0031177549331914633,30.90594696253538,0.5051277618855238
157696,596.6493510007685,0.0039595336260390464,6.538922303915024,0.4955708728171885
159744,,-0.0011588736684643663,3.1404769074171783,0.5642444297671318
161792,2502.250333333249,-0.0009140782640315592,2.720530072785914,0.4600878329016268
163840,,0.003722772453329526,3.197851449996233,0.514233189355582
165888,,-0.0011877048906171694,2.411344124749303,0.4920382981188595
167936,2328.9041941406545,-0.0003265813167672604,4.561500084027648,0.546211961004883
169984,,-8.567698823753744e-05,3.7950996812433004,0.4988590943627059
172032,2285.539823079313,-0.016343950817827135,6.998603847622872,0.470004746876657
