timestep,mean_reward,policy_loss,value_loss,entropy
174080,38.498796582223775,0.0015786302858032287,170.6397968813777,0.4227308796718717
176128,1247.2986984729953,-0.0016296188332489692,7.57509801723063,0.5285222562029958
178176,595.1098059892387,-0.0023240626105689444,10.073731399327517,0.5331258604303002
180224,,-0.0019184466698789037,3.6431071512401103,0.6137418748810888
182272,2316.801103258352,0.0003582229430321604,4.038133513182402,0.4422918098047376
184320,,-0.0005823017534567043,3.3870313104242085,0.592287332098931
186368,995.0874152421636,-0.005125908710760995,3.4071900926530363,0.5472944258712232
188416,542.6598265012141,-0.0022496720412163995,8.91539931371808,0.5932212914340198
190464,,0.0012433834606781601,4.4808794561773535,0.6236596550792456
192512,,0.0003274817136116326,3.607612056285143,0.5848728178068996
194560,723.0478197257206,-0.013312658476934303,7.154255983605981,0.5892295878380537
196608,474.93214714526096,-0.0002098100841976702,6.594794138520956,0.632623831089586
198656,,-0.0019066809123614802,2.780474478006363,0.6306260268203914
200704,,0.006490951468003913,3.5895819928497077,0.627961424831301
