timestep,reward,value_loss
3063,918.1915015458655,0.06401750561889882
6320,1166.6223120927887,0.7206962965560364
6528,9.114847111701785,1.9781170977960125
8167,710.9031623124864,1.111035596683867
8400,42.713041234016615,1.4227720859096797
9181,273.03063762187867,1.4789622345803337
14182,2216.069111132818,1.5035063864957854
16076,824.184137654276,1.6190109052582238
21077,2258.9074378254177,1.0545637743579963
22624,642.0189402341646,0.9728042878205728
24208,592.0122931718631,1.1008206843962949
29209,2183.242573046872,0.9877073376785336
30085,302.9253977537143,1.1410314549253955
33522,1475.8792002440293,0.9313317567569626
33824,45.56377758979809,1.2170140721298606
38825,2201.335710191923,1.2034669389586596
39208,63.15933995246979,1.1819526586613518
40510,514.0300308704241,0.9371390744769079
42740,904.9973215818068,0.9236688401266063
43561,197.9218195676829,1.3908117313241988
44673,423.9245493650358,1.23483100186417
47583,1290.3968665361717,1.0490449773422938
49254,680.0550757646336,1.2665163258203198
50439,453.33479378222216,1.2437416019884846
52001,656.3469977617075,1.111163926209477
54382,1088.7640793323392,1.2260389638824505
54994,199.56221535206072,0.941426152728644
55529,136.6428420305271,1.309745674768341
55634,-51.64343574047089,1.6060173852812676
55781,-17.03244349956519,1.690555027958487
60782,2233.6571936847704,1.6009003687124805
62699,861.0011765002919,1.1278783076005052
62778,-54.55756573677061,2.0962190297962744
63839,403.44188237189485,1.1376485211193619
65991,904.6911179065366,0.9288661914451747
66860,317.508226704593,0.5979711883738894
67321,133.55447316169878,0.7377719719552813
67750,122.38124699592728,1.1663280186744838
68762,338.88098671435995,0.9547850442424476
70410,641.9441565751812,1.3584152667792242
71583,496.84070198534755,1.264702886539906
75403,1570.777634358481,1.3997321696279093
78646,1199.2535324574071,1.0420306931022063
78856,-8.621604108810608,0.8772203300680433
79723,348.06776192187846,0.9595382862918792
80062,103.02232201099474,1.0015370137000505
83087,1321.992111897508,1.0507969228098215
83821,306.5731833696344,0.9227669868790811
85961,866.9791571855247,0.8856287224653446
89428,1631.0379615069337,0.7636393213159487
92493,1394.6489112139209,0.6403321236712314
94737,1016.5983069658005,0.6861825641958498
95032,88.33948967456894,0.815985642146256
95283,45.39752304554024,0.8683131365068405
99257,1711.5507300616432,1.0997419667968766
99531,56.11661751270334,1.9208066998063213
104532,2206.161771321505,1.0761652456630386
106055,595.5902442216696,0.9699582719022086
110442,1854.1759009601212,1.0892271753515201
113646,1389.407041978889,1.2657382826363848
114047,105.24052739143454,1.5806618830249495
114230,30.888107347488457,1.7036147418080783
118412,1787.8301865101962,1.2534352865734635
118883,134.50646507740154,1.1430023015178186
121585,944.7154669999645,1.241618854771999
121940,113.19817802906127,1.4836867941517224
122332,127.05124046802635,1.3562227295597598
123514,449.7135520219684,1.2763663743025357
125363,741.6702826738097,1.26133062501512
127292,790.5786994218545,1.2147081862534495
127625,90.79010002613148,1.2410578570655875
128775,266.2196738481405,1.2928662520517473
130768,714.3887366533004,1.6264073276977353
130922,-4.408149409294232,2.3579529152288066
132300,458.2879523515549,2.1326443310854053
132986,227.4726554155361,1.7947691200034959
133497,147.03335487842753,2.4157979871837125
133721,28.226717305183527,2.0804932695547387
138722,2128.654752278541,2.312148911387199
139359,201.44125773906947,1.3062166673843303
139639,55.56939384937344,1.5329867299646138
142241,1066.6495948076226,2.021812741941759
145191,1100.3655136585392,1.222648768576525
147019,760.404880452132,0.9303347466134464
148051,388.3909189939431,1.481935658391074
150740,1206.0773413896657,0.9201298815725727
151626,311.83861458301084,0.7798464955009402
151906,62.30753204822594,1.2860768467187882
152232,112.65699684619997,1.0407309222943577
153612,400.21982274054403,1.4176196788964064
154737,449.013863301267,1.4264426274763213
156796,913.1235144853276,1.2838362463292652
159865,1277.3961890459304,0.9241738410848055
160364,142.07389671802693,1.1509560976692574
160655,37.85241997241987,1.2314703999618484
161651,387.1964942216812,1.8843605040785778
165746,1621.736649251078,1.324355217388698
168729,1325.703678059609,1.562185180734717
173704,2113.525456285677,1.0493718854446508
178705,2227.1041541339728,0.6288408308184354
180092,608.423795247061,0.5742798534550294
184951,2271.7071823599117,1.0410278662188195
185095,-9.560221362114042,1.8347341497946117
185525,152.9463889360442,1.4169665585596893
186970,584.4441687822199,1.038932359945609
188273,531.7539862871023,1.2509182861971104
188780,155.61662437915967,1.1370576645671968
191376,1147.7142249345816,0.8602620856908189
193273,784.7596756458038,0.9366144500771006
196897,1584.9703772784171,1.0144928045381707
197092,38.20589778423319,1.1312856749846385
197676,213.7208466053027,1.2774313268545148
