timestep,episode,mean_reward,policy_loss,value_loss,entropy
2048,1,-372.87929577827396,-0.008389385128975847,9.39261133261025,1.0924533292651177
4096,2,511.0709284543861,-0.007506782325799577,7.4877099841833115,1.039975292235613
6144,3,583.2372456550276,-0.004708719697373453,9.511867935210466,0.9924967426806688
8192,4,578.8732462882746,0.0008969576141680591,10.272513059526682,0.9910988483577967
10240,5,710.0291692018244,-0.006357457472768146,8.181010784953832,0.9654684253036976
12288,6,426.45788090226813,-0.009313916289829648,11.346023637056351,0.9499334177002311
14336,7,334.6714654207101,-0.004300248299841769,12.222605700045824,0.9338328246027231
16384,8,683.0403654575174,-0.001350390999141382,8.533099822700024,0.9352890279144048
18432,9,551.9833701610352,-0.002194407487695571,12.087436378002167,0.9355083705857397
20480,10,705.7389371394913,-0.001615088910330087,7.463877844810486,0.9415104867890477
22528,11,616.3829480409331,0.0002949672343675047,7.5167144417762755,0.9272699691355228
24576,12,822.7888831376724,-0.001375630625989288,9.749923034012317,0.9210256623104215
26624,13,705.8225409030593,-0.008049301714345347,9.468382223695517,0.9425752328708767
28672,14,956.3826515197443,-0.004229032126022503,3.3254763185977936,0.9181607201695442
30720,15,737.9221293210728,-0.00676643448532559,6.816699945181608,0.9420022703707218
32768,16,800.6702391147321,0.00042530995269771663,5.8576862752437595,0.8885658387094736
34816,17,827.9034003495896,0.0023872504811151885,11.821390073746443,0.8821636464446783
36864,18,717.1897474765572,-0.0008913539248169399,8.404986847937106,0.8694835254922509
38912,19,900.5568513154662,-0.0017066290296497756,6.6210521694272755,0.8529605161398649
40960,20,877.0525457381873,-0.004247548189596273,4.392725405842066,0.8408203359693289
43008,21,882.2834548234641,0.0028045971965184437,6.8256325326859955,0.835049083083868
45056,22,704.1251746654284,-0.0026566468033706768,8.54864013083279,0.9171676127240062
47104,23,804.5956804275219,-0.004704758500156459,3.7304883148521184,0.9289171595126391
49152,24,830.7339706897457,-0.002549771517806221,6.625600788369775,0.8668074298650026
51200,25,840.3719177722625,-0.0010169358196435497,5.712350466102362,0.8414792208001017
53248,26,845.3851655959816,-0.003242961630166974,4.87276638969779,0.880474254116416
55296,27,973.4515716552402,-0.0011356473885825835,2.481047306954861,0.8584893990308047
57344,28,965.8511695146279,-0.0027426079053839204,4.226022808998823,0.7802571890875697
59392,29,978.6729003905917,0.0010061661567306146,3.239435609988868,0.8391276830807328
61440,30,751.6761652469396,-0.006104099145159125,7.651978463679552,0.8657865151762962
63488,31,799.8301664828992,-0.003908947233867366,6.947081962972879,0.8808591000735759
65536,32,678.5816053390296,-0.006421792804030701,7.285414214432239,0.9012403391301632
67584,33,803.355327033968,-0.0006931426119990647,7.299934801459313,0.8642883524298668
69632,34,903.4987208127674,-0.0038428538377047517,6.545156171172858,0.849422107823193
71680,35,805.8749350785896,-0.003765493579703616,5.851801247149706,0.8857203304767609
73728,36,889.2349578857085,-0.0006014368147589267,6.1712386883795265,0.8512378703802824
75776,37,780.2120539426492,-0.003492832515621558,7.211299279332161,0.8442550482228398
77824,38,837.4072989701953,0.0009390578852617182,4.8188223015517,0.8535360213369131
79872,39,896.689639282196,-0.0017923246152349748,3.6637741975486278,0.8356800228357315
81920,40,1005.330244493452,0.0002463840079144575,3.0301776330918075,0.820840654708445
83968,41,892.8368481874139,0.0005959758986136876,3.7591513458639385,0.793649560213089
86016,42,969.5242120742467,-0.0034757499932311477,2.8659659840166567,0.8071853462606668
88064,43,915.8123352050466,0.0013050448673311622,3.7084924448281527,0.847362551279366
90112,44,973.8172312497766,0.0020069541453267446,3.2979728281497955,0.8098184326663613
92160,45,915.0108298539798,-0.005071867434890009,4.0234138064086435,0.750513331592083
94208,46,964.8127700805348,0.0011749611774575896,1.8759910069406032,0.739426102489233
96256,47,964.0890075683254,-0.0020638427464291452,2.621180472522974,0.7248412907123566
98304,48,874.4101508378697,0.0006705293111735955,3.6785319469869138,0.7725717581808567
100352,49,916.2616302489939,-0.0001462789354263805,3.0957403972744943,0.7620294539257884
102400,50,861.5951117753654,-0.006363841333950404,3.752661883831024,0.7627725848928094
104448,51,934.0961029052413,-0.003122387001349125,3.631639624759555,0.7729707380756736
106496,52,889.9663010120089,-0.00161655632982729,3.831975082308054,0.7737675536423921
108544,53,994.6462585448888,-0.0012850431347033008,2.793419599160552,0.8160707080736757
110592,54,972.2855712890299,0.0007516046898672357,4.663560934737324,0.769887156970799
112640,55,874.0305706739127,-0.0006186715443618595,5.670284388586879,0.7848452934995294
114688,56,958.8914134025266,-0.0010192702495260165,3.439907614886761,0.7509861905127764
116736,57,968.3404113769204,0.001429896685294807,3.514907114952803,0.7695335326716304
118784,58,899.3354590654051,-0.0007018008400336839,5.6822582866996525,0.7789760308340192
120832,59,942.58967895505,-0.003980691137257963,3.520463702827692,0.7664175121113658
122880,60,828.118186879126,-0.0035387847121455705,5.916502990201115,0.7782517217099667
124928,61,847.9828414201471,0.0014665955357486382,6.016823009774089,0.7616199012845755
126976,62,981.1523010253579,0.001110334836266702,4.582718518003821,0.7106739232316613
129024,63,896.8007071733149,0.0009475519866100513,5.730022574961185,0.782945454865694
131072,64,1016.2457992553393,0.001054992771241814,2.24858471583575,0.7213180672377348
133120,65,971.2000610351246,0.0013422914751572534,2.111524506472051,0.7813191084191203
135168,66,870.392577338188,-0.0005120125344546978,6.337251749262213,0.7700470415875316
137216,67,1014.6707107543621,-0.005615745860268362,2.192709775827825,0.7312839115038514
139264,68,809.9298249482769,-0.012239237131143454,5.1240407705307005,0.7009105782955884
141312,69,875.2812710284851,-0.0014372457269928418,4.544116469100118,0.7066289991140365
143360,70,901.4664420365967,-0.004099621817294974,6.764896829426289,0.6943314366042614
145408,71,972.0878173827801,0.0002786871657008305,3.8471115048974753,0.6876513760536909
147456,72,995.6188537597325,0.00015494934341404588,2.2400109326466917,0.7291903933510184
149504,73,959.5585425614988,0.0014347730320878327,3.481160383671522,0.7197437943890691
151552,74,735.1644662856729,-0.00372260837466456,6.039727342873812,0.670928486250341
153600,75,535.6210664748935,0.005319304937438573,7.559683429449796,0.6804761743173003
155648,76,1002.374110412565,0.0004210188839351758,2.817060657590628,0.7030357187613845
157696,77,903.2445861816079,-0.0017626906250370667,3.8706201829016207,0.6793177269399167
159744,78,828.9209142207804,-0.0018197865458205343,6.110413966327906,0.6696675144135952
161792,79,964.6241714477238,-0.001595188694773242,2.5753322046250107,0.6702473118901253
163840,80,908.0565979003597,-0.003938717051642016,3.6718446645885705,0.6493454221636057
165888,81,939.0710242509546,-0.0007890607084846124,4.497108689323068,0.580989595130086
167936,82,1026.6138793944979,0.000739973560848739,2.87934781126678,0.5949379101395607
169984,83,778.6317184447923,-0.0030828427319647745,7.099331655725837,0.6268418123945594
172032,84,893.2051935672498,-0.0015488095828914083,3.650415221974254,0.614618519321084
174080,85,780.7773748874398,-0.0066396690817782655,7.276957658678294,0.6736259743571281
176128,86,889.7904917478234,-0.003383906331146136,4.626110430061817,0.6221492376178503
178176,87,793.1420473098494,-5.795253673568368e-06,8.44267081618309,0.6461984805762768
180224,88,794.1788920640633,-0.000616640494990861,6.820540100336075,0.597375956736505
182272,89,939.5202877044345,-0.0031210522472974846,3.799239941313863,0.6968436170369386
184320,90,823.448462867705,-0.004213557645562105,7.004910329729318,0.6990646254271269
186368,91,939.6606781005539,-0.00091678062453866,3.5147785056382417,0.6433210929855704
188416,92,881.7562438964542,-0.0017836922459537163,4.013139609619975,0.6308226266875863
190464,93,987.1889289140387,0.0005547595676034689,2.4837955847382545,0.6867787765339017
192512,94,963.4648468017258,0.0014113204670138657,2.635174348950386,0.7393865277990699
194560,95,956.4587183713585,-0.0007201450876891613,3.554601452499628,0.6988788532093168
196608,96,933.7754013061232,0.00036278147308621556,2.7734532095491886,0.7119495663791895
198656,97,960.3144176721248,-0.0017021010688040405,4.465241135656834,0.6951661828905344
200704,98,945.4062678336782,0.0015432815649546682,3.1375403240323068,0.6844703603535891
202752,99,893.9767791747764,0.0021062486950540913,3.4628503777086737,0.7059364819899201
204800,100,853.5839548587486,0.002004327690519858,3.284054390527308,0.6769654951989651
206848,101,898.4729429959933,-0.0006659415157628246,3.0858099333941937,0.6734770596027374
208896,102,951.8806418656992,-0.006713763483276125,3.8984965715557336,0.6767004214227199
210944,103,1036.677355957001,-0.0009031056208186783,1.902866753935814,0.657325422950089
212992,104,970.8962585448902,-0.0004317366823670454,2.946124853938818,0.6327636379748582
215040,105,868.152826619118,0.0025682574312668295,5.27498420290649,0.6129666050896049
217088,106,928.773837971657,0.005897322812234052,3.9501629542559384,0.5825219333171845
219136,107,946.0219146728199,-0.0013375222071772442,2.640798932313919,0.5685498723760247
221184,108,760.606742978069,-0.00022320881689665839,10.950236251950264,0.5795355117879808
223232,109,899.7100397824938,-0.0013111334323184566,3.66459783539176,0.6270848251879215
225280,110,881.5640219926588,0.0012225116195622831,5.151522351056338,0.6380432406440377
227328,111,920.6493720292764,-0.00044971999450353904,3.215384099818766,0.6149152133613824
229376,112,894.5937683105144,0.0005391638802393573,5.167861670255661,0.588720727339387
231424,113,907.127200651136,0.00026750593387987466,4.936804761737585,0.6201648721471429
233472,114,996.1881830215134,-0.00011031378235202283,2.5238743208348753,0.57458225954324
235520,115,928.6646219968505,1.4899908273946494e-05,3.1921895455569027,0.5482662761583924
237568,116,579.9344781875517,0.0006577508276677691,17.458341035991907,0.5482934145256877
239616,117,779.6099802732209,-0.0040520210299291645,5.437713808938861,0.604073503240943
241664,118,1030.2949859618836,0.005303351220209152,2.2360070740804074,0.6098606826737523
243712,119,876.9537909745843,0.001873624202562496,5.1990459498018025,0.6091574862599373
245760,120,954.7575714111016,0.0006369515205733479,3.2916543763130903,0.6477582976222038
247808,121,800.7828434228566,0.0013981115815113298,7.237885116413236,0.6084227938205004
249856,122,1010.5668093681014,-0.003635231833322905,2.6373814683407546,0.6346304409205914
251904,123,871.4030792236017,-0.00012198009208077564,3.137075472995639,0.6005893796682358
253952,124,976.1667795896209,0.004270442741108127,2.924306980147958,0.6016300328075885
256000,125,815.5997053622893,-0.0013089042375213466,6.139187725633382,0.5996228735893965
258048,126,965.9146835326823,0.0010081635438837111,3.0903406266123055,0.5666080830618739
260096,127,1001.5699340819996,0.002890687900071498,2.3048478815704585,0.5991903971880674
262144,128,921.7075911044752,0.0007989221412572078,3.5390294048935176,0.5353204189799726
264192,129,1005.7522155761407,0.0019942545870435422,2.6824892491102217,0.5122367314063012
266240,130,1059.3796874999732,0.0007245605112984777,1.5447100199759007,0.580533329024911
268288,131,921.0218778133058,0.0006563583519891836,3.9467526104301216,0.5555554910562932
270336,132,925.8161880492862,0.002637364252586849,2.3016503278166054,0.550103891454637
272384,133,858.5661181687983,0.0008510762883815915,5.919211642816663,0.5658919363282621
274432,134,955.5426844834959,-0.011431167148111853,2.95291061475873,0.5317924223840237
276480,135,459.3419583320417,0.004576866624120157,4.63410858027637,0.6165670484304429
278528,136,625.9633682966079,0.0017222651396878064,4.2111475426703695,0.586286254785955
280576,137,761.8595568179886,0.001300449194968678,4.71940979026258,0.5892742160707712
282624,138,643.5614000558526,-0.003491823241347447,6.059723486378789,0.6260427581146359
284672,139,956.1858894347862,-0.0007629763218574226,5.264969407767057,0.5599930577911436
286720,140,1019.1939880370768,0.0013708008584217169,4.342811111733317,0.5598589990288019
288768,141,956.9963999509503,-0.0001976174855371937,4.038960997760296,0.5903175383806228
290816,142,941.125750732392,-0.0026894716822425833,3.515774779766798,0.5864457766525447
292864,143,910.3614588498742,0.0003227228662581183,4.362400279939175,0.532629131525755
294912,144,901.0540720700898,-0.001997176854638383,3.116079830005765,0.4756681748665869
296960,145,959.1134211301476,-0.0016993622673908248,4.2902770604938265,0.4255563890561461
299008,146,1019.2607452392241,0.0018330903461901472,2.233623342961073,0.455210296344012
301056,147,653.3216700792043,-0.0035660227382322772,5.6571385256946085,0.4387176505289972
303104,148,673.614843964546,0.000871534382167738,7.529760244488716,0.41869133627042177
305152,149,952.1053120374355,-0.00212291994394036,5.301022530347109,0.490064113587141
307200,150,993.3419372558252,8.87116912053898e-05,2.816331175342202,0.43399716559797524
309248,151,834.7687479734165,0.0015943557460559531,5.252163146436215,0.44044606741517783
311296,152,810.8500436782629,0.0007533571537351236,6.347180547937751,0.4454576944001019
313344,153,860.5158511638356,-0.004508977181103546,4.161967954412103,0.5046652007848025
315392,154,1014.3212534904145,-0.000618823422701098,2.799327041953802,0.48803732730448246
317440,155,938.6986490964559,0.0008331687218742445,5.0143281277269125,0.44935609959065914
319488,156,912.2346071242971,0.001373142703960184,4.880215171352029,0.457713941950351
321536,157,982.934756469694,-0.00022641041141469032,2.932313833758235,0.45224891528487204
323584,158,907.5748016357094,0.0009593661161488853,2.8086192946881057,0.4764392583630979
325632,159,987.6353247880603,0.001187099367962219,3.9962190710008145,0.4204878334887326
327680,160,942.0740844726245,-0.0003073199972277507,3.101619031094015,0.4736168042756617
