timestep,mean_reward,policy_loss,value_loss,entropy
57344,4666.363492512738,0.061126049992162736,209.09118721485137,0.3734146087430418
59392,,-0.005897004385769833,70.19116563796997,0.8889070816338063
61440,,0.008223900409939233,133.00186752080918,0.49816511794924734
63488,4608.715290331897,-9.960639144992455e-05,199.21447205543518,0.7833428114652634
65536,,0.0015288172464352102,94.92494951486587,0.8354910125955939
67584,2564.4368443488747,0.08202870606328361,289.968637406826,0.41155931539833546
69632,211.7792063474626,-0.00360428954300005,66.86354129314422,0.8835968419909477
71680,,-0.0017569009673024994,89.9998298048973,0.7702467819675803
73728,4694.045377278346,-0.0018534363538492472,215.86215797662734,0.4725171559490263
75776,2153.1568640948667,0.0012830134248360992,82.94506149291992,0.9035354055464268
77824,,0.0008901633074856364,42.79720449447632,0.9215277139097452
79872,,0.0025636640581069513,88.96041611433029,0.6155720950104296
81920,2343.966731357633,0.0033978953550104054,152.47335722446442,0.7541527004912496
83968,1262.5169226885243,-0.003428980187163688,66.03477990627289,0.9401752427220345
86016,2479.8172827960475,0.001063206781691406,76.68401273488999,0.9271202018484473
88064,,0.002900738175958395,46.93025654256344,0.9134819312021136
90112,,0.043255809375841635,80.20702149271965,0.6978085110895336
92160,4860.882535481451,0.029582233747350983,1201.4020855426788,0.6696033182553947
94208,1283.1920483589709,0.00012477800773922355,82.20012580156326,0.9107268201187253
96256,492.9485031604661,0.00031080773333087565,79.24269254207611,0.908918377570808
98304,3338.4776282551215,0.0003311124761239626,112.69868668913841,0.8715880462899804
100352,-129.2076946973798,0.0023513236119470093,106.75109292864799,0.8504131600260735
102400,,-0.0008456335621303879,63.53081004023552,0.8516946600750088
104448,1495.707208434822,0.004617202532244846,110.74679672718048,0.8207416921854019
106496,,0.0018958216460305266,55.73120031356812,0.7766666321083904
108544,1046.940237355264,-0.0024202648579375818,100.83805395364762,0.8038327960297466
110592,641.2077408234522,0.0005186350419535302,109.12828698158265,0.8067301157861948
112640,266.19353196620295,0.002035749674541876,116.88031405210495,0.8719572087749838
114688,,0.0003264778380980715,97.45311995744706,0.8767435492947697
116736,,0.07903433329629479,138.88058917522432,0.49837401127442715
118784,3005.139131856001,-0.038701207833946684,545.1629259943962,0.8700165858492255
120832,,-0.003037284566380549,53.47945513129234,0.8298132261261344
122880,1544.8884749651556,0.002415020526677836,90.06408357620239,0.729538332670927
124928,,0.00015190217818599193,46.472973534464835,0.7310349741950631
126976,,0.010656472921255045,1055.5455170869827,0.21958379899151623
129024,4787.630887532159,-0.00011006471104337833,750.0000145316124,0.7505188509821892
131072,,-0.0010199569922406226,91.9323923110962,0.6169947011396288
133120,2272.1234782219444,0.003787875120178796,187.7605737864971,0.3893731596879661
135168,1200.1959143877239,-0.004865673539461568,77.81283105015754,0.6887194816023111
137216,,0.0014742952917004004,48.60023947656155,0.7489744909107685
139264,4827.110868000977,0.08472641781845595,471.243240582943,0.35760339740663766
141312,,-0.00037890315434196964,65.3007121026516,0.6094719462096692
143360,,0.0029038612672593446,117.88723920583725,0.4254821866750717
145408,2520.7422463416883,-0.0014483409308013507,341.8540479540825,0.5472075032070279
147456,,-0.00016540726937819272,75.56387081742287,0.746962071582675
149504,4687.415433430691,0.020904490738757886,109.30170431137086,0.3401627218816429
151552,,0.0005174029443878681,59.308908712863925,0.6522248262539506
153600,2898.253818440634,-0.002138825465226546,63.41163950264454,0.6949604971334338
155648,,-0.0026918742805719376,57.49476560652256,0.6281926703639329
157696,3430.027829671126,-0.002551021592807956,67.24995810389518,0.6386113623157144
159744,2945.869010090997,-0.0015718963419203646,70.64021403193473,0.6134095056913793
161792,449.3661667823698,0.004663542137132026,78.88047202825547,0.6464303496293724
163840,807.0177970171126,0.003196753950032871,96.7534816980362,0.5842186402529478
165888,348.04278481005883,0.0020898256538202987,63.68597576022148,0.5571236111223697
167936,168.1884283185006,-0.0016297636087983848,113.67734905481339,0.5468484944663942
169984,618.1452536185817,0.004704697278793901,115.4267736196518,0.6618584720417857
172032,1344.0706336260157,0.0025064431712962685,86.93253508806228,0.6137699196115136
174080,2548.2304053546295,-0.0003840401055640541,75.45691013932228,0.5456587813794613
176128,,0.004903455311432481,47.03714579045773,0.6191911784932017
178176,1631.2731493712138,-0.0003628867911174893,71.53228349685669,0.5490341945551336
180224,,0.00444666738039814,46.59629073441029,0.584145849943161
182272,2839.640195393735,-0.0010152761795325204,59.26962045431137,0.4456224417313933
184320,989.0448676348371,0.0006058364742784761,89.77133185267448,0.5550683557987213
186368,91.41860554217861,0.00020292591070756317,128.17642040252684,0.5132476295344531
188416,751.1249909400842,-0.0007914574904134497,102.69334531426429,0.5516772181726992
190464,318.9912645578336,0.0015077319978445303,124.42028201818466,0.5651223671622574
192512,,0.003662389508099295,65.31274242997169,0.5676676612347364
194560,3375.5107886555124,-0.010150943526969058,420.91195234060285,0.46657596826553344
196608,347.435668444625,0.003579328329942655,108.8189916908741,0.5916381211951375
198656,1680.0242743731187,0.0026767337854835204,58.08848742544651,0.5882065805606544
200704,923.9105222463999,0.0016798563170596025,61.977271142601964,0.5962975547648967
