timestep,reward,value_loss
160,-176.2473836183548,0.1673129566263446
485,-85.744647288322,138.72012583620273
597,-158.6632876157761,180.77369270526938
870,-118.4372475862503,133.68760454463654
1034,-162.32600753307352,174.3256557516572
1235,-123.59538733959194,180.42523022996846
1550,-208.2443006277085,132.49326356502752
3580,558.7637641191187,78.79881339683175
3706,-176.14965617656708,77.69929149652285
4286,41.333552813532094,52.48204314569975
4445,-170.0767781019212,44.73886664446045
4917,-112.36096999645197,45.611414856324764
6826,486.0852341174834,30.58418046997254
7750,126.7550452470735,21.329565131496558
8713,154.09939949511835,17.186972947166467
