timestep,reward,value_loss
154,-46.51994316577909,0.5674397966077367
1528,161.8202753782325,6.031007001718732
4623,587.9016184568085,4.495102523587439
7244,247.50299382209016,3.9533090172481193
8798,263.1970963001246,3.312753070447896
9898,398.9952082395472,3.7567778983983127
12516,991.1755015134436,3.622667982508382
14104,535.581409382806,4.500589698740757
15044,306.8677668333022,4.326292527356046
15760,144.32267940044682,6.090402438986901
16275,92.98928782940052,5.78185105792527
16820,32.10683581829272,5.265627109676326
17390,152.2017550230047,5.982796625453129
17945,190.49401423931292,6.689192681645488
18447,106.17952754497705,7.398072003457413
18749,47.589973711967815,6.155487669619504
19628,323.9877405881826,9.582471995816839
19965,79.19924571514196,10.744541764347773
20962,173.89461674690688,8.222222182372867
21799,248.27723338604068,8.486496799700006
22057,31.6088282346727,12.618131079761557
22765,244.05736796855848,10.593233882496923
22912,-8.911669468879793,14.70751369607692
23532,199.9409335613272,11.638898390843984
23902,100.86912868023009,10.73148141881904
24173,79.02383792400408,11.706242045243288
24408,35.08919093608877,12.852109613063488
24761,72.49678235054103,15.253784499661442
25318,195.78660609722357,14.593013034956245
25657,89.56429774761293,11.018241563465743
26354,213.28789927959332,13.597315864292758
26860,142.24851024151005,15.382904600955753
27752,326.3414576291983,11.995665692962339
28343,134.5632914304755,14.27500756571539
29372,271.1475840330068,14.101793946370671
29738,62.37091815471693,13.71677203956849
29999,63.504577517509915,11.539829595335599
30541,154.4957062244435,11.580136923222524
30922,96.9241083860407,12.959681325775431
31685,281.4520365476583,14.347841357751255
32094,44.62493999004462,15.010868529017221
32274,0.03514430522905343,12.288850383957227
32522,23.79757373333001,13.034761009797935
32738,-1.8573209047318926,12.981512439471704
32941,-6.9810934782029435,13.515839126162929
33167,6.704009175300399,14.243548282084213
33343,7.027418017387241,13.211320725523613
33755,112.43986918926359,12.489618373076313
34689,411.876183581345,11.288525160553624
34930,9.818494677543399,11.715430054056199
35240,89.34540126323765,11.548642955960766
35605,109.97172877788648,10.907143257660408
36032,122.9953615903868,10.379000713730305
36319,46.035116457939594,9.7350212857906
36540,-14.512677311897441,11.360498383034408
37147,203.62247111797566,12.897699130524128
37324,20.08296420574183,11.488147641979369
37747,137.76208369732024,12.35616010969976
37943,32.510852694511485,17.643710838896887
38347,55.75375468731042,13.505731680015526
38813,105.92436528206034,14.05069291917807
39212,115.21869380474214,14.112425782178578
39668,151.5763605833069,13.583869941924748
39849,-36.56884062290203,16.120818983619383
40064,-54.813957357406586,12.160027957932893
40696,186.3067209959054,11.191152764696486
40916,52.90131328105949,9.076330789110877
41166,15.605391955375552,9.215781561136247
41440,71.94292743206074,13.205614166429443
41761,41.18311870098135,11.567599748803818
42860,393.15686900614907,11.55089592068601
43290,125.79020640850175,11.100431488835534
44322,439.24830021857446,9.668876009018616
44486,-55.68781023025513,9.133341912271046
44818,110.83863856792539,10.557738475860601
45545,264.0798609495148,9.738044573483474
46222,224.23351695537622,9.455360766131557
46592,84.3696665525446,10.010653775608217
46872,-12.56272652149228,7.578363526506084
47091,1.568870615959021,11.071368263192372
47476,44.524512028695185,7.499717439459516
47825,106.07446391582585,10.241237970853604
